Moral Foundation,List Type,Number of Words,Words ->
Harm,Same Words,86,tyranny,affliction,hated,attack,suffering,insulting,kindness,deceiving,hurtful,murdered,deceived,pain,compassion,degraded,threat,punished,hate,traumatized,threaten,forgives,mistreated,compassionate,dignity,cursing,sorrow,abusive,inhuman,vile,pity,ridicule,hurt,protects,harmful,tortured,harmed,insulted,charity,barbaric,care,sympathetic,sympathy,suffered,harm,degradation,persecuted,forgive,disgusting,racist,respect,indifferent,defended,attacked,malice,intolerant,murder,heal,protect,mercy,punishment,defends,defend,torture,mistreatment,offended,merciless,suffer,hateful,respectful,anguish,condemned,forgiven,abandon,crime,fear,love,poverty,caring,persecution,cruel,tortures,punish,abuse,killed,oppression,cruelty,insensitive
Harm,Origninal Unique Words,12,benefitted,benefit,addict,sensitive,welfare,needy,serve,abandons,shield,addiction,shields,respected
Harm,Recursive Generation Unique Words,12,perpetrated,brutality,bloodthirsty,inhumane,shunned,evil,depraved,despicable,barbarism,treachery,hatred,repressed
Harm,Stats,Total Words 110,Prop Unique Words 0.21818181818181817,Prop Same Words 0.7818181818181819
Institutional_Purity,Same Words,238,immorality,inequitable,irresponsible,unworthy,manipulative,atheistic,superstitious,repulsive,insulting,perverted,innuendo,autocratic,false,deceiving,devious,unethical,cynical,nonsense,stupid,shameful,bizarre,malevolent,inaccurate,moral,sarcastic,bombastic,unwise,lawless,insane,unorthodox,lawful,bribery,unbalanced,distorted,debased,unbiased,untrustworthy,careless,illegitimacy,independent,revolting,bribed,hideous,spurious,pernicious,liar,bloodthirsty,nonsensical,negligent,mistreated,deceit,ethical,honesty,grotesque,untrue,virtuous,contemptuous,xenophobic,subversive,incoherent,ethics,embarrassing,polite,shameless,dismissive,disgusted,crooked,agitation,betrayed,abusive,obnoxious,inhuman,impartial,authority,lie,vile,confrontational,nihilistic,inhumane,unfair,unprofessional,overt,heartless,truthful,problematic,repugnant,accusation,cheated,obscene,prejudiced,disrespectful,distortion,civic,insulted,silly,integrity,barbaric,capricious,malicious,selfish,childish,mischievous,exploitative,perjury,sadistic,unfounded,aberrant,demeaning,intolerable,sordid,cheat,depraved,inappropriate,wise,prejudice,indefensible,disgusting,incompetence,racist,deceptive,arrogance,illogical,illegitimate,unsound,honestly,disloyal,inexplicable,provocative,distasteful,dishonesty,deception,ethically,indifferent,disgrace,dishonor,despicable,misleading,obsessive,impartially,nasty,impulsive,vilified,malice,intolerant,scandalous,unsympathetic,slander,crass,irrational,biased,betrayal,leadership,dishonorable,constitutional,intentional,confused,insidious,appalling,judicious,unacceptable,pride,extortion,dishonest,virtue,venomous,ignorant,incompetent,barbarism,offended,hypocritical,selfishness,lied,amoral,agitate,agitated,abominable,vulgar,merciless,hateful,deceitful,sexist,sinful,dangerous,barbarous,inept,cowardice,antisocial,treachery,honest,ridiculous,pathetic,belligerent,collegial,ludicrous,absurd,erratic,intimidating,falsehood,partisan,blatant,greedy,disgraceful,immoral,disrespect,elitist,undemocratic,crime,corruption,impartiality,brazen,contrived,blasphemous,outrageous,reckless,inflammatory,sloppy,delusional,naive,wanton,protectionist,cruel,obstinate,unjust,strident,arrogant,clumsy,outlandish,graft,abuse,unpatriotic,bribe,misguided,legitimate,politicized,insensitive,cowardly,bias,corrupt
Institutional_Purity,Origninal Unique Words,53,courteous,shady,pure,deceived,ignorance,illegal,politeness,impure,favoritism,sham,perverse,misled,coward,dictatorial,straightforward,righteous,adulterous,corrupted,unscrupulous,lawlessness,innocence,upright,transparent,greed,tainted,profane,deceive,delusion,rude,smear,respect,harmonious,improper,innocent,genuine,accountable,reasonable,purity,fraud,apostate,authoritarian,apostasy,respectful,principled,efficacious,foul,unlawful,fidelity,impeccable,respected,honorable,taint,trustworthy
Institutional_Purity,Recursive Generation Unique Words,53,disappointing,objectionable,reactionary,ambiguous,innocuous,simplistic,regressive,acceptable,unfortunate,ineffectual,anachronistic,incomprehensible,humiliating,contradictory,inconvenient,frightening,unusual,irreverent,sinister,obstructive,deplorable,offensive,counterproductive,exaggerated,troublesome,unconvincing,disturbing,unconstitutional,troubling,promiscuous,destructive,undesirable,disparaging,benign,unsatisfactory,unsettling,unpopular,hysterical,irrelevant,unproductive,impotent,puzzling,awkward,amusing,comical,shocking,implausible,egregious,obvious,foolish,seduction,gratuitous,frustrating
Institutional_Purity,Stats,Total Words 344,Prop Unique Words 0.3081395348837209,Prop Same Words 0.6918604651162791
Authority,Same Words,125,insubordination,subversion,atheistic,heretic,legitimacy,insulting,autocratic,professed,religion,authoritative,defy,atheists,iconoclasm,denounced,lawless,bloodthirsty,heretics,supremacy,treason,contemptuous,patriotism,devout,subversive,faithful,alienate,anarchy,subjection,monotheism,persecute,agitation,betrayed,disobeyed,inhuman,authority,obedience,patriotic,irreverent,adherent,repugnant,persecuting,fealty,leader,disrespectful,reverence,lawlessness,affront,obligation,violate,command,ruthlessness,disloyalty,contempt,despised,protest,alienated,rioting,adherence,theocratic,idolatry,racist,defiance,denounce,disloyal,separatism,respect,violated,slander,intolerant,patriot,hostility,perversion,betrayal,commanded,defiant,leadership,disobey,piety,constitutional,courage,sedition,apostate,inciting,obeyed,dissent,pride,rebellion,treasonous,mistreatment,apostasy,offended,hierarchy,obligated,renunciation,agitate,agitated,teachings,sinful,tradition,despise,respectful,cowardice,treachery,heresy,obey,interpretation,faith,disrespect,caste,fidelity,rebellious,blasphemous,heretical,violation,betraying,beliefs,nobility,traditionally,conscience,unpatriotic,duty,reprisal,compliance,blasphemy,loyalty,sovereignty
Authority,Origninal Unique Words,41,devoted,awe,refuse,propriety,revolutionary,commands,honor,conform,dissident,deserter,deserted,rank,conformed,worship,conscientious,pledge,position,allegiance,sovereign,renegade,revere,accordance,serve,accountable,deserters,venerate,revered,diligent,father,procedure,breach,venerated,defected,presidency,decorum,oath,comply,respected,observance,honorable,pledged
Authority,Recursive Generation Unique Words,41,immorality,homophobia,superstitious,appeasement,enslavement,fanaticism,brutality,xenophobia,illegitimacy,xenophobic,despotic,vile,nihilistic,inhumane,glorification,genocidal,barbaric,subjugation,incitement,homosexuality,depraved,disgusting,radicalism,despicable,satanism,intolerance,barbarism,denouncing,merciless,hateful,sexist,barbarous,atheism,repressions,savagery,wanton,repression,hatred,oppression,cruelty,pacifism
Authority,Stats,Total Words 207,Prop Unique Words 0.3961352657004831,Prop Same Words 0.6038647342995169
Fairness,Same Words,75,inequitable,fairly,nonpartisan,equity,arbitrary,lawful,unbiased,rightful,favoritism,consistent,tolerance,coercion,justified,segregated,injustice,excluded,impartial,unfair,fairplay,prejudiced,corrupted,disrespectful,unscrupulous,redistribution,capricious,inequality,unfounded,equal,discriminated,justice,inappropriate,exclusionary,justifiable,prejudice,racist,unjustly,illegitimate,improper,unconstitutional,impartially,intolerant,balanced,unfairly,reasonable,warranted,biased,discriminatory,undesirable,discrimination,unwarranted,dishonest,redress,unequal,retribution,morality,partisan,stereotyping,immoral,undemocratic,inequitably,punitive,impartiality,proper,unreasonable,unjust,arrogant,equals,impersonal,unjustified,insensitivity,equality,fairness,legitimate,bias,corrupt
Fairness,Origninal Unique Words,8,deserve,deserving,reciprocity,rights,deserved,egalitarian,preference,reciprocal
Fairness,Recursive Generation Unique Words,8,irresponsible,unethical,inhumane,intolerable,illogical,irrational,unlawful,outrageous
Fairness,Stats,Total Words 91,Prop Unique Words 0.17582417582417584,Prop Same Words 0.8241758241758241
Ingroup,Same Words,99,dissension,clan,dissenters,appeasement,clique,enslavement,quarrels,fanaticism,religion,misunderstanding,disputation,imposter,member,exiles,muslim,heretics,enmity,treason,patriotism,traitorous,subversive,faithful,alienate,segregated,anarchy,ally,motherland,protector,betrayed,alienation,solidarity,communal,patriotic,martyrdom,polemic,persecuting,subjugation,belong,renegade,loyal,neighbor,disloyalty,oligarchy,traitors,peacemaker,persecuted,alienated,despot,idolatry,sect,disloyal,separatism,belongs,patriot,deserters,faction,distrust,membership,excommunicated,betrayal,sympathizers,arabs,apostate,allies,outsider,treasonous,apostasy,loyalist,animosity,excommunication,democrat,retribution,cowardice,treachery,party,fatherland,belonging,theocracy,faith,fanatical,disrespect,followers,fidelity,rebellious,reprisals,friendship,traitor,discord,betray,betraying,unite,nobility,nation,unity,unpatriotic,hatred,quarrel,republican,loyalty
Ingroup,Origninal Unique Words,21,harmony,conform,deserter,fraternity,deserted,republic,brotherhood,allegiance,harmonious,friend,covenant,unison,cadre,familial,contention,disruption,community,breach,fellowship,accord,group
Ingroup,Recursive Generation Unique Words,21,nationalism,xenophobia,iconoclasm,bloodthirsty,agitation,jealousy,fanatic,theocratic,radicalism,intolerant,hostility,piety,intolerance,barbarism,hateful,fanatics,repressions,savagery,repression,leftist,oppression
Ingroup,Stats,Total Words 141,Prop Unique Words 0.2978723404255319,Prop Same Words 0.7021276595744681
Sexual_Purity,Same Words,38,immorality,sexuality,pornography,lewd,pornographic,erotic,fornication,homosexual,prostitute,masturbation,obscene,immoral,promiscuous,lust,sex,modesty,lesbianism,obscenity,bisexuality,sadistic,prostitution,promiscuity,seductive,deviant,homosexuality,eroticism,chaste,sensuality,premarital,adultery,lusty,sexual,sadism,seduction,idolatry,chastity,sensual,pervert
Sexual_Purity,Origninal Unique Words,1,perverted
Sexual_Purity,Recursive Generation Unique Words,1,masochism
Sexual_Purity,Stats,Total Words 40,Prop Unique Words 0.05,Prop Same Words 0.95
